id,element_type,web_name,team_name,opponent_team_name,was_home,now_cost,selected_by_percent,gameweek,minutes,shots,SoT,SiB,xG,npxG,G,npG,key_passes,xA,A,xGC,GC,xCS,CS,xGI,npxGI,xP,total_points,PvsxP,pos_touches,Att Pen,carries_final_third,carries_penalty_area
404,2,Kelly,Newcastle United,Bournemouth,False,4.5,0.2,2,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.0,0.011,0.0,0.0,0.0,2.046,2,-0.046,39.0,0.0,0.0,0.0
405,2,Krafth,Newcastle United,Bournemouth,False,4.5,0.2,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,2.1,1.0,0.011,0.0,0.1,0.1,1.346,2,0.654,52.0,0.0,0.0,0.0
406,3,Kuol,Newcastle United,Bournemouth,False,4.5,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.0,0.011,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
407,2,Lascelles,Newcastle United,Bournemouth,False,4.5,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.0,0.011,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
408,2,Lewis,Newcastle United,Bournemouth,False,4.0,0.4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.0,0.011,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
409,2,Livramento,Newcastle United,Bournemouth,False,4.5,2.9,2,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.0,0.011,0.0,0.0,0.0,1.0,1,0.0,50.0,0.0,0.0,0.0
410,3,Longstaff,Newcastle United,Bournemouth,False,4.9,0.9,2,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.1,1.0,0.011,0.0,0.0,0.0,2.011,2,-0.011,38.0,1.0,1.0,1.0
411,3,Miley,Newcastle United,Bournemouth,False,5.0,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.0,0.011,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
412,1,Odysseas,Newcastle United,Bournemouth,False,4.4,0.1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.0,0.011,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
413,1,Pope,Newcastle United,Bournemouth,False,5.0,8.9,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.0,0.011,0.0,0.0,0.0,2.046,3,0.954,40.0,0.0,0.0,0.0
414,1,Ruddy,Newcastle United,Bournemouth,False,4.0,0.3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.0,0.011,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
415,2,Schär,Newcastle United,Bournemouth,False,5.4,0.9,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.0,0.011,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
416,2,Targett,Newcastle United,Bournemouth,False,4.0,0.5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.0,0.011,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
417,3,Tonali,Newcastle United,Bournemouth,False,5.5,0.2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.0,0.011,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
418,2,Trippier,Newcastle United,Bournemouth,False,5.8,7.5,2,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.0,0.011,0.0,0.0,0.0,1.0,1,0.0,32.0,0.0,1.0,0.0
419,3,White,Newcastle United,Bournemouth,False,4.5,0.3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.0,0.011,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
420,3,Willock,Newcastle United,Bournemouth,False,4.9,0.1,2,20,1.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.1,1.0,0.011,0.0,0.1,0.1,1.5,1,-0.5,11.0,3.0,1.0,1.0
421,4,Wilson,Newcastle United,Bournemouth,False,6.9,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.0,0.011,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
422,2,Aina,Nottingham Forest,Southampton,False,4.4,2.1,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.2,0.0,0.802,1.0,0.1,0.1,6.509,9,2.491,67.0,1.0,4.0,2.0
423,3,Anderson,Nottingham Forest,Southampton,False,5.0,0.2,2,74,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.802,1.0,0.0,0.0,2.802,3,0.198,53.0,3.0,1.0,2.0
424,4,Awoniyi,Nottingham Forest,Southampton,False,5.8,0.5,2,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.802,1.0,0.0,0.0,1.0,1,0.0,7.0,1.0,1.0,0.0
425,2,Boly,Nottingham Forest,Southampton,False,4.5,0.2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.802,1.0,0.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0
426,3,Bowler,Nottingham Forest,Southampton,False,4.5,0.1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.802,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
427,1,C.Miguel,Nottingham Forest,Southampton,False,4.4,0.2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.802,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
428,3,Da Silva Moreira,Nottingham Forest,Southampton,False,4.5,0.1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.802,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
429,3,Danilo,Nottingham Forest,Southampton,False,4.8,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.802,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
430,4,Dennis,Nottingham Forest,Southampton,False,5.0,0.2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.802,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
431,3,Dominguez,Nottingham Forest,Southampton,False,4.9,0.0,2,15,1.0,0.0,0.0,0.1,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.802,1.0,0.1,0.1,0.5,0,-0.5,14.0,0.0,0.0,0.0
432,3,Elanga,Nottingham Forest,Southampton,False,5.4,1.4,2,90,2.0,1.0,1.0,0.2,0.2,0.0,0.0,3.0,0.3,0.0,0.2,0.0,0.802,1.0,0.5,0.5,4.702,3,-1.702,42.0,5.0,3.0,4.0
433,3,Gibbs-White,Nottingham Forest,Southampton,False,6.5,4.2,2,90,4.0,2.0,3.0,0.4,0.4,1.0,1.0,3.0,0.2,0.0,0.2,0.0,0.802,1.0,0.6,0.6,5.402,10,4.598,48.0,6.0,2.0,1.0
434,3,Hudson-Odoi,Nottingham Forest,Southampton,False,5.4,2.5,2,90,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.3,0.0,0.2,0.0,0.802,1.0,0.3,0.3,3.702,3,-0.702,42.0,4.0,3.0,4.0
435,3,Mighten,Nottingham Forest,Southampton,False,4.5,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.802,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
436,2,Murillo,Nottingham Forest,Southampton,False,4.5,0.6,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.2,0.0,0.802,1.0,0.1,0.1,5.509,7,1.491,42.0,2.0,1.0,0.0
437,2,N.Williams,Nottingham Forest,Southampton,False,4.5,0.7,2,90,5.0,1.0,2.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.802,1.0,0.3,0.3,9.009,6,-3.009,42.0,2.0,0.0,1.0
438,2,O.Richards,Nottingham Forest,Southampton,False,4.5,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.802,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
439,3,O'Brien,Nottingham Forest,Southampton,False,5.0,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.802,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
440,2,Omobamidele,Nottingham Forest,Southampton,False,4.4,0.1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.802,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
441,2,Panzo,Nottingham Forest,Southampton,False,4.0,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.802,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
442,3,Sangaré,Nottingham Forest,Southampton,False,4.5,2.7,2,65,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.802,1.0,0.0,0.0,1.802,2,0.198,44.0,2.0,1.0,0.0
443,1,Sels,Nottingham Forest,Southampton,False,4.5,1.8,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.802,1.0,0.0,0.0,5.209,6,0.791,18.0,0.0,0.0,0.0
444,2,Toffolo,Nottingham Forest,Southampton,False,4.4,0.1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.802,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
445,1,Turner,Nottingham Forest,Southampton,False,4.0,17.1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.802,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
446,4,Ui-jo,Nottingham Forest,Southampton,False,4.5,3.9,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.802,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
447,4,Wood,Nottingham Forest,Southampton,False,6.1,7.8,2,74,3.0,2.0,3.0,0.2,0.2,0.0,0.0,1.0,0.7,0.0,0.2,0.0,0.802,1.0,0.9,0.9,3.9,1,-2.9,18.0,4.0,0.0,0.0
448,2,Worrall,Nottingham Forest,Southampton,False,4.5,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.802,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
449,3,Yates,Nottingham Forest,Southampton,False,5.0,0.2,2,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.2,0.0,0.802,1.0,0.1,0.1,1.3,1,-0.3,16.0,0.0,0.0,0.0
450,3,Alcaraz,Southampton,Nottingham Forest,True,4.9,0.1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.025,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
451,3,Amo-Ameyaw,Southampton,Nottingham Forest,True,4.5,0.1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.025,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
452,3,Aribo,Southampton,Nottingham Forest,True,5.0,0.1,2,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.025,0.0,0.0,0.0,2.025,2,-0.025,37.0,3.0,2.0,2.0
453,4,Armstrong,Southampton,Nottingham Forest,True,5.5,1.4,2,70,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.025,0.0,0.0,0.0,1.0,1,0.0,36.0,3.0,1.0,1.0
454,1,Bazunu,Southampton,Nottingham Forest,True,4.4,0.2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.025,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
455,2,Bednarek,Southampton,Nottingham Forest,True,4.0,3.0,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,2.2,1.0,0.025,0.0,0.1,0.1,0.4,1,0.6,122.0,0.0,1.0,0.0
456,2,Bella-Kotchap,Southampton,Nottingham Forest,True,4.0,0.3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.025,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
457,2,Bree,Southampton,Nottingham Forest,True,4.0,0.2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.025,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
458,3,Charles,Southampton,Nottingham Forest,True,4.5,0.1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.025,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
459,3,Edozie,Southampton,Nottingham Forest,True,4.9,0.0,2,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.025,0.0,0.0,0.0,1.0,1,0.0,13.0,2.0,1.0,0.0
460,2,Edwards,Southampton,Nottingham Forest,True,4.0,0.2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.025,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
461,2,Harwood-Bellis,Southampton,Nottingham Forest,True,4.0,11.1,2,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.025,0.0,0.0,0.0,2.1,2,-0.1,93.0,0.0,0.0,0.0
462,3,Kamaldeen,Southampton,Nottingham Forest,True,5.0,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.025,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
463,3,Lallana,Southampton,Nottingham Forest,True,5.0,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.025,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
464,2,Larios,Southampton,Nottingham Forest,True,4.0,0.1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.025,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
465,1,Lis,Southampton,Nottingham Forest,True,4.0,0.2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.025,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
466,1,Lumley,Southampton,Nottingham Forest,True,4.0,0.3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.025,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
467,2,Manning,Southampton,Nottingham Forest,True,4.4,0.1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.025,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
468,4,Mara,Southampton,Nottingham Forest,True,5.0,0.1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.025,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
469,1,McCarthy,Southampton,Nottingham Forest,True,4.5,0.2,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.025,0.0,0.0,0.0,3.1,4,0.9,41.0,0.0,0.0,0.0
470,4,Onuachu,Southampton,Nottingham Forest,True,5.0,0.1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.025,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
471,3,Smallbone,Southampton,Nottingham Forest,True,5.0,0.1,2,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.025,0.0,0.0,0.0,2.025,2,-0.025,45.0,0.0,2.0,0.0
472,2,Stephens,Southampton,Nottingham Forest,True,4.0,0.9,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.025,0.0,0.0,0.0,1.1,2,0.9,99.0,0.0,4.0,0.0
473,4,Stewart,Southampton,Nottingham Forest,True,4.5,0.7,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.025,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
474,2,Sugawara,Southampton,Nottingham Forest,True,4.5,0.2,2,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.025,0.0,0.0,0.0,2.1,2,-0.1,59.0,0.0,2.0,0.0
475,2,Taylor,Southampton,Nottingham Forest,True,4.0,4.7,2,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.025,0.0,0.0,0.0,1.0,1,0.0,11.0,2.0,1.0,0.0
476,2,Walker-Peters,Southampton,Nottingham Forest,True,4.5,0.5,2,90,3.0,1.0,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.025,0.0,0.2,0.2,2.3,2,-0.3,83.0,3.0,3.0,0.0
477,2,Wood,Southampton,Nottingham Forest,True,4.0,1.5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.025,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
478,2,A.Phillips,Tottenham,Everton,True,4.0,0.4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.504,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
479,1,Austin,Tottenham,Everton,True,4.0,0.5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.504,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
480,3,Bentancur,Tottenham,Everton,True,5.0,0.1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.504,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
481,3,Bergvall,Tottenham,Everton,True,4.5,1.0,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.504,1.0,0.0,0.0,1.0,1,0.0,7.0,0.0,0.0,0.0
482,3,Bissouma,Tottenham,Everton,True,5.0,0.5,2,71,1.0,1.0,0.0,0.1,0.1,1.0,1.0,0.0,0.0,0.0,0.9,0.0,0.504,1.0,0.1,0.1,3.004,9,5.996,86.0,0.0,2.0,0.0
483,3,Bryan,Tottenham,Everton,True,5.0,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.504,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
484,2,Davies,Tottenham,Everton,True,4.4,0.2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.504,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
485,3,Devine,Tottenham,Everton,True,4.5,0.1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.504,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
486,2,Dragusin,Tottenham,Everton,True,4.4,0.2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.504,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
487,2,E.Royal,Tottenham,Everton,True,4.5,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.504,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
488,1,Forster,Tottenham,Everton,True,4.5,0.2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.504,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
489,3,Gray,Tottenham,Everton,True,4.9,0.2,2,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.504,1.0,0.0,0.0,1.0,1,0.0,14.0,0.0,0.0,0.0
490,3,Højbjerg,Tottenham,Everton,True,5.0,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.504,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
491,3,Johnson,Tottenham,Everton,True,6.4,0.5,2,90,1.0,0.0,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.504,1.0,0.2,0.2,3.504,3,-0.504,29.0,6.0,2.0,3.0
492,3,Kulusevski,Tottenham,Everton,True,6.4,1.8,2,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,1.0,0.9,0.0,0.504,1.0,0.2,0.2,3.104,6,2.896,29.0,3.0,2.0,0.0
493,3,Lo Celso,Tottenham,Everton,True,4.9,0.1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.504,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
494,3,Maddison,Tottenham,Everton,True,7.5,4.6,2,78,3.0,1.0,2.0,0.4,0.4,0.0,0.0,2.0,0.4,1.0,0.9,0.0,0.504,1.0,0.8,0.8,6.704,6,-0.704,80.0,4.0,3.0,0.0
495,2,Pedro Porro,Tottenham,Everton,True,5.5,34.8,2,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.0,0.504,1.0,0.0,0.0,4.014,6,1.986,95.0,0.0,0.0,0.0
496,2,Reguilón,Tottenham,Everton,True,4.4,0.2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.504,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
497,4,Richarlison,Tottenham,Everton,True,6.9,0.6,2,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.504,1.0,0.0,0.0,1.0,1,0.0,11.0,0.0,0.0,0.0
498,2,Romero,Tottenham,Everton,True,5.1,9.8,2,90,3.0,2.0,3.0,0.5,0.5,1.0,1.0,1.0,0.2,0.0,0.9,0.0,0.504,1.0,0.7,0.7,9.614,14,4.386,114.0,3.0,0.0,0.0
499,3,P.M.Sarr,Tottenham,Everton,True,4.9,0.2,2,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.504,1.0,0.0,0.0,1.0,1,0.0,16.0,1.0,0.0,0.0
500,4,Scarlett,Tottenham,Everton,True,4.5,0.1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.504,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
501,3,Skipp,Leicester,Fulham,False,4.9,0.0,2,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.0,0.105,0.0,0.0,0.0,1.0,1,0.0,11.0,0.0,0.0,0.0
502,3,Solomon,Tottenham,Everton,True,5.4,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.504,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
503,3,Son,Tottenham,Everton,True,10.0,9.2,2,90,3.0,3.0,2.0,1.1,1.1,2.0,2.0,1.0,0.2,0.0,0.9,0.0,0.504,1.0,1.3,1.3,11.604,16,4.396,46.0,3.0,3.0,0.0
504,2,Spence,Tottenham,Everton,True,4.4,0.1,2,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.504,1.0,0.0,0.0,1.0,1,0.0,9.0,1.0,0.0,0.0
505,2,Udogie,Tottenham,Everton,True,5.0,3.5,2,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.504,1.0,0.0,0.0,4.014,6,1.986,53.0,2.0,0.0,1.0
506,2,Van de Ven,Tottenham,Everton,True,4.5,7.5,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,1.0,0.9,0.0,0.504,1.0,0.3,0.3,4.914,9,4.086,71.0,0.0,1.0,0.0
507,4,Veliz,Tottenham,Everton,True,5.0,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.504,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
508,1,Vicario,Tottenham,Everton,True,5.0,3.9,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.504,1.0,0.0,0.0,4.014,6,1.986,47.0,0.0,0.0,0.0
509,3,Werner,Tottenham,Everton,True,6.4,0.2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.504,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
510,1,Whiteman,Tottenham,Everton,True,4.0,1.6,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.504,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
511,3,Álvarez,West Ham,Crystal Palace,False,5.0,0.1,2,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.213,1.0,0.0,0.0,1.0,1,0.0,11.0,0.0,0.0,0.0
512,4,Antonio,West Ham,Crystal Palace,False,5.5,1.4,2,61,2.0,0.0,2.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.213,1.0,0.6,0.6,5.4,2,-3.4,18.0,3.0,0.0,0.0
513,1,Areola,West Ham,Crystal Palace,False,4.5,8.2,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.213,1.0,0.0,0.0,2.852,6,3.148,46.0,0.0,0.0,0.0
514,3,Bowen,West Ham,Crystal Palace,False,7.5,5.9,2,90,1.0,1.0,1.0,0.1,0.1,1.0,1.0,5.0,0.4,0.0,1.4,0.0,0.213,1.0,0.5,0.5,3.913,8,4.087,33.0,3.0,2.0,1.0
515,3,Cornet,West Ham,Crystal Palace,False,4.9,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.213,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
